Imagen,Clase
datosTarea03Ejercicio2/train/brocoli_006_004.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_006_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_002.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_003.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_004.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_011.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_007_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_002.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_003.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_004.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_011.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_008_026.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_002.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_003.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_009_026.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_003.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_004.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_011.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_010_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_002.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_003.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_004.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_011.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_011_026.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_002.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_003.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_004.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_005.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_006.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_007.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_008.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_009.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_011.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_012_026.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_010.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_011.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_012.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_013.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_014.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_015.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_016.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_017.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_018.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_019.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_020.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_021.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_022.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_023.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_024.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_025.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_026.jpg,1
datosTarea03Ejercicio2/train/brocoli_016_027.jpg,1
datosTarea03Ejercicio2/train/calabacita_001_020.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_021.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_022.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_023.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_024.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_025.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_026.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_027.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_028.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_029.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_030.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_031.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_032.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_033.jpg,2
datosTarea03Ejercicio2/train/calabacita_001_034.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_002_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_003_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_004_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_005_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_006_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_007_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_008_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_009_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_006.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_007.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_008.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_009.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_010.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_011.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_012.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_013.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_014.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_015.jpg,2
datosTarea03Ejercicio2/train/calabacita_010_016.jpg,2
datosTarea03Ejercicio2/train/calabacita_013_002.jpg,2
datosTarea03Ejercicio2/train/calabacita_013_003.jpg,2
datosTarea03Ejercicio2/train/calabacita_013_004.jpg,2
datosTarea03Ejercicio2/train/calabacita_013_005.jpg,2
datosTarea03Ejercicio2/train/calabacita_013_006.jpg,2
